id_documento,texto_extraido,categoria_calidad,razon_etiqueta,reason_etiqueta,categoria_cal_calidad
ANTIGRAVITY_157,"TESIS\n\nControl de prestamos bibliotecarios\nAplicacion de escritorio en Java Swing con base de datos MariaDB. Permite registrar libros, socios, prestamos, devoluciones y sanciones.\n\nEl documento menciona validacion de formularios y reportes simples, pero no detalla arquitectura por capas ni pruebas automatizadas. La redaccion repite varias veces la palabra 'moderno' sin justificarlo. Hay una pagina insertada a mitad de un parrafo y un cuadro de texto con OCR defectuoso.\n\nSe observa un enfoque correcto, aunque muy basico para una tesis actual.",Regular,"Proyecto clásico y correcto, pero limitado en arquitectura, pruebas y profundidad.",,
ANTIGRAVITY_158,"Proyecto final\n\nApp movil para reservas de canchas deportivas\nSe usa Flutter para el frontend y Firebase para autenticacion, almacenamiento y notificaciones push. El sistema permite crear usuarios, reservar horarios y cancelar citas.\n\nEl texto dice que habra un panel de administracion, pero no describe API, seguridad ni pruebas de carga. Se incluyen frases sueltas como 'ver diagrama 4' y 'pagina 12' sin contexto.\nLa idea es clara, aunque el documento no profundiza en escalabilidad ni en analitica.\n\nEl pdf parece extraido con OCR y mezcla minúsculas y MAYUSCULAS.",Regular,"Solución válida pero sencilla, con poca documentación técnica y alcance moderado.",,
ANTIGRAVITY_159,"TRABAJO RECEPCIONAL\n\nSistema de asistencia para un laboratorio escolar\nSe implementa con Python, SQLite y una interfaz web sencilla. El alumno registra entradas, salidas y tardanzas; tambien genera un reporte semanal.\n\nEl texto carece de detalles sobre autenticacion, roles o seguridad de datos. Hay errores de ortografia como 'obgeto' y 'implemetacion'. Se repiten varias ideas en los mismos parrafos, y una nota de pagina aparece en medio: '3 de 9'.\n\nAunque cumple el objetivo minimo, la propuesta no muestra componentes avanzados ni evaluacion seria.",Regular,"Es un desarrollo funcional pero muy básico, con redacción vaga y poca profundidad.",,
ANTIGRAVITY_160,"Proyecto integrador\n\nGestor de citas para clinica veterinaria\nEl sistema fue hecho con Django, plantillas HTML y SQLite. Incluye registro de mascotas, recordatorios de vacunas y agenda de consultas.\n\nEl documento presenta flujos simples y un par de capturas de pantalla. No hay pruebas automatizadas, ni despliegue, ni analisis de rendimiento. Las frases estan cortadas por saltos raros y se observan mayusculas intercaladas en el mismo renglón.\n\nLa propuesta es útil, pero se queda en un prototipo clasico.",Regular,Es un sistema convencional con implementación simple y sin elementos modernos.,,
ANTIGRAVITY_161,"Proyecto final\n\nSistema web para control de inventario en un taller mecanico\nSe usa PHP y MySQL. Permite agregar refacciones, consultar stock y generar alertas cuando el nivel es bajo.\n\nLa documentacion es breve y el diagrama de base de datos se menciona, pero no se explica. Hay secciones repetidas y el texto parece extraido de un PDF con OCR defectuoso. 2. 3. 4.\nNo existe API, ni pruebas unitarias, ni separación por capas.\n\nEl alcance es util pero pobremente descrito.",Regular,"Es un sistema tradicional y utilitario, pero con baja calidad de documentación.",,
ANTIGRAVITY_162,"TESIS\n\nPlataforma de monitoreo agricola con IoT\nSe conectan sensores de humedad, temperatura y luminosidad con un ESP32. Los datos se envian por MQTT a una base de datos y luego se visualizan en un dashboard.\n\nEl texto menciona riego automatico, alertas por Telegram y almacenamiento historico, pero no se describen intervalos de muestreo ni pruebas de campo. Hay una linea que dice 'ver fig. 2' en medio del parrafo. Aun asi, la idea se entiende y el sistema parece viable para una parcela pequeña.",Regular,"Tiene una base técnica válida, pero la documentación es incompleta y poco rigurosa.",,
ANTIGRAVITY_163,"PROYECTO INTEGRADOR\n\nSistema de recomendaciones con embeddings\nSe plantea un buscador semantico para videos educativos usando Sentence Transformers y una base vectorial. La capa de servicio se publica con FastAPI y se integra una interfaz simple en React.\n\nLa propuesta incluye filtrado por tema, score de similitud, logging de interacciones y un modulo de retroalimentacion para mejorar ranking. Se menciona A/B testing y metricas como nDCG, MRR y tasa de clics. El PDF trae saltos de linea irregulares y una cabecera repetida 'Capitulo IV'.\n\nEl documento es entendible, pero los detalles de entrenamiento son limitados.",Excelente,"Integra búsqueda semántica, métricas de recomendación y arquitectura web actual.",,
ANTIGRAVITY_164,"Tesis de software\n\nClasificacion automatica de correos institucionales\nSe usa un modelo Transformer multilingüe para etiquetar mensajes como becas, servicios, pagos y soporte técnico. El backend expone endpoints con FastAPI y se guarda el historial en PostgreSQL.\n\nSe aplican limpieza de texto, normalizacion de acentos y validacion cruzada. Se reportan F1 macro, precision y recall por clase. Hay una nota de OCR que mezcla mayusculas y dice 'pagina 8/21' dentro del resumen.\n\nEl proyecto tambien contempla reentrenamiento semestral y monitoreo de drift.",Excelente,Es una propuesta actual de NLP aplicada con evaluación y mantenimiento modelo.,,
ANTIGRAVITY_165,"Proyecto final\n\nDeteccion de caidas en adultos mayores con vision computacional\nSe propone usar YOLOv8 para deteccion de postura y un clasificador temporal para validar eventos. La camara se instala en un hogar y el sistema genera alertas a una app movíl.\n\nLa arquitectura contempla FastAPI, streaming de video, almacenamiento de eventos y panel de monitoreo. Se mencionan precision, recall, falso positivo y latencia. El texto tiene una mezcla extraña de letras mayusculas y minusculas, como si el OCR hubiera fallado.\n\nLa solucion es realista y orientada a impacto social.",Excelente,"Combina visión computacional, alertas y despliegue con un caso de uso sólido.",,
ANTIGRAVITY_166,"TRABAJO RECEPCIONAL\n\nAnalisis de sentimiento para encuestas estudiantiles\nSe entrena un modelo de texto con un encoder preentrenado y se expone con FastAPI. Los resultados se muestran en un dashboard con graficas de barras y series temporales.\n\nEl documento menciona F1 macro, matriz de confusion y pruebas con datos anonimizados. Hay cortes extraños: '2. 3. 4. resultados' dentro del texto. Tambien se plantea guardar feedback para correccion manual.\n\nA pesar del OCR sucio, la estructura técnica es clara.",Excelente,"Presenta un pipeline NLP actual con métricas, API y visualización de resultados.",,
ANTIGRAVITY_167,"Proyecto integrador\n\nSistema de apoyo para diagnostico de plantas\nSe usan imagenes tomadas con celular y una CNN ligera para detectar plagas y manchas foliares. El backend corre con FastAPI y se despliega en Docker.\n\nEl texto habla de augmentations, validacion por lotes y reporte de precision por clase. La propuesta incluye exportacion a ONNX y un modulo de retroalimentacion del usuario. Un encabezado mal colocado interrumpe el parrafo: 'Anexo B'.\n\nLa idea es moderna y aplicable a extension agricola.",Excelente,Usa visión computacional y despliegue ligero con componentes contemporáneos.,,
ANTIGRAVITY_168,"Proyecto\n\nSistema de compras para una papeleria\nSe hace en Visual Basic y Access. Permite capturar proveedores, pedidos y facturas, pero el documento no indica como maneja errores o respaldos.\n\nLa redaccion es confusa, con frases repetidas y una pagina suelta que dice '1 de 5'. El sistema parece funcionar, aunque no hay evidencia de pruebas ni de diseño por capas.\n\nLa propuesta resuelve una necesidad pequeña, sin mucha complejidad.",Regular,"Sistema clásico y poco documentado, con alcance limitado.",,
ANTIGRAVITY_169,"TESIS\n\nGestor de citas odontologicas\nAplicacion web en PHP con MySQL y Bootstrap. Se administra agenda, historiales basicos y recordatorios por correo.\n\nEl documento menciona login y reportes, pero no explica permisos de usuario ni seguridad. Hay fallas de OCR, por ejemplo 'clase de usuario' aparece partido en dos lineas. La propuesta es funcional, aunque muy parecida a otros proyectos escolares.\n\nNo hay API ni automatizacion de despliegue.",Regular,"Es una solución convencional, útil pero sin innovación ni detalle técnico.",,
ANTIGRAVITY_170,"Proyecto final\n\nMonitoreo de parque vehicular con GPS\nSe usa una interfaz web simple y una base de datos relacional. Los vehiculos envian coordenadas cada cierto tiempo y el sistema muestra su posicion en un mapa.\n\nLa documentacion es escasa y no define si usa MQTT, REST o algun protocolo. Aparecen notas sueltas como 'pagina 6' y 'revisar figura'. El flujo general se entiende, pero falta profundidad sobre rendimiento y seguridad.\n\nEs un prototipo correcto y basico.",Regular,Tiene funcionalidad clara pero documentación y arquitectura limitadas.,,
ANTIGRAVITY_171,"Proyecto recepcional\n\nSistema de registro de tutorias academicas\nSe implementa en Python con Flask, SQLite y formularios web simples. Permite registrar asesorias, observaciones y seguimiento.\n\nFaltan roles, autenticacion robusta y pruebas. El PDF extraido presenta palabras repetidas y números de pagina en mitad de la descripcion. La redaccion es clara solo a ratos y no hay evidencia de despliegue.\n\nEs una idea util, pero de complejidad baja.",Regular,Proyecto básico con implementación simple y poca profundidad metodológica.,,
ANTIGRAVITY_172,"Proyecto integrador\n\nSistema de prestamos bibliotecarios\nHecho en Visual Basic con Access. Maneja libros, socios, multas y devoluciones.\n\nLa documentacion es corta y no define bien los casos de uso. Se observan errores como 'aplciacion' y 'reporte de prueba'. El sistema es funcional, pero se queda en el nivel de un prototipo escolar antiguo.\n\nNo hay API, no hay pruebas ni arquitectura modular.",Regular,"Es un desarrollo clásico, correcto pero anticuado y poco detallado.",,
ANTIGRAVITY_173,"Proyecto final\n\nPlataforma de riego inteligente\nSe usan sensores de humedad conectados a un ESP32 y una interfaz web para ver datos en tiempo real.\n\nEl texto menciona MQTT, grafica historica y activacion de bomba por umbral. Sin embargo, no se explican intervalos de lectura, calibracion ni prueba de campo. Hay palabras pegadas por OCR y un parrafo que inicia con 'pagina 10'.\n\nEl planteamiento es simple pero util.",Regular,Es un proyecto IoT básico con alcance limitado y documentación parcial.,,
ANTIGRAVITY_174,"Propuesta\n\nSistema de compras y facturacion para papeleria\nPHP, MySQL y HTML. Se registran clientes, productos y ventas, con reportes mensuales.\n\nEl documento tiene varias repeticiones, faltas de acento y desorden en subtitulos. No se definen pruebas ni se muestra una separacion clara por capas. La solución parece sacada de un taller escolar y no de un desarrollo avanzado.\n\nFunciona, pero no destaca.",Regular,Sistema tradicional sin innovación ni soporte técnico profundo.,,
ANTIGRAVITY_175,"TESIS\n\nAsistente de escritorio con IA cuántica para procesos administrativos\nLa solución toma documentos, entiende intenciones y ejecuta tareas automaticamente.\n\nNo se detalla como se entrena, que datos usa o como se valida. Se repiten frases vacias y aparecen numerales de pagina dentro del resumen. Tambien se menciona blockchain aunque no aporta nada al problema.\n\nEl texto es claramente inflado.",Mal hecho,Es una propuesta inviable y excesivamente adornada con buzzwords.,,
ANTIGRAVITY_176,"Proyecto integrador\n\nPlataforma 5.0 para smart campus con metaverso y edge total\nSe presenta como una solución integral que hace todo: controlar asistencia, emociones, recursos y servicios.\n\nNo hay modulos definidos ni flujo de datos. El documento repite 'innovacion' y 'automatizacion' en cada apartado y usa mayusculas desordenadas. La idea parece más un pitch comercial que un proyecto universitario.\n\nCarece de rigor y detalle.",Mal hecho,Es keyword stuffing con planteamiento inviable y sin especificación técnica.,,
ANTIGRAVITY_177,"Proyecto final\n\nClasificador de denuncias internas con aprendizaje automatico mágico\nEl sistema aprende sin etiquetas, mejora solo y se integra a una nube cognitiva.\n\nNo se explican features, dataset ni validacion. Se mencionan embeddings, agentes y analitica predictiva de forma desordenada. OCR metió 'ver resultados 2. 3. 4.' en el medio del objetivo.\n\nLa redaccion es confusa y poco profesional.",Mal hecho,Presenta conceptos sin conexión real y una metodología inexistente.,,
ANTIGRAVITY_178,"Nota tecnica\n\nLa adopcion de LLM locales sigue creciendo en 2026 por privacidad y latencia.\nStack frecuente: FastAPI, Ollama, Qdrant, Docker y monitoreo de modelos.\nTambien aumentan los agentes ligeros para soporte y busqueda semantica.\n1 de 4\n\nEl texto es informativo y no plantea objetivos de proyecto.",Ruido,"Es un resumen de tendencias tecnológicas, no una propuesta universitaria.",,
ANTIGRAVITY_179,TEMARIO\n\nUnidad 4: pruebas de software\n- unitarias\n- integracion\n- carga\n- regresion\n- automatizacion\n\nPractica: implementar ejemplos y entregar reporte.\nLa pagina aparece interrumpida con un '1 de 6' y una tabla incompleta.\n\nNo es un documento de investigacion.,Ruido,"Es material didáctico, no una propuesta de proyecto integrador.",,
ANTIGRAVITY_180,"Boletin institucional\n\nLa facultad presento prototipos de robots, sensores, drones y dashboards de datos en la semana de innovación.\nLas autoridades destacaron convenios con empresas de cloud, ciberseguridad e inteligencia artificial.\nNo se describen objetivos, metodologia ni resultados.\n\nEl texto parece una nota informativa y no una tesis.",Ruido,Es contenido institucional sin estructura académica de proyecto.,,
ANTIGRAVITY_181,"Proyecto integrador\n\nRAG local para reglamentos y procesos de titulacion\nEl sistema permite consultar PDFs institucionales y devolver respuestas con citas. Se usa un LLM cuantizado corriendo localmente, un servicio FastAPI y una base vectorial Qdrant. Primero se hace OCR, luego limpieza de texto, chunking por párrafos y reranking de fragmentos.\n\nLa interfaz web muestra fuentes, score de confianza y historial de preguntas. Se agregan logs, control de acceso y métricas como faithfulness, answer relevancy y recall@5. El plan de despliegue usa Docker Compose, un pipeline de pruebas y monitoreo con Prometheus.\n\nHay una linea suelta que dice 'pagina 2 de 9' y el texto mezcla una palabra: obgetivo.",Excelente,"Describe un RAG local actual con arquitectura, métricas y despliegue bien definidos.",,
ANTIGRAVITY_182,"Proyecto final\n\nSistema de soporte con agentes y LLM cuantizado\nSe plantea un agente que clasifique correos, resuma incidencias y proponga respuestas automáticas. El modelo corre cuantizado para reducir costo, y el backend se expone con FastAPI.\n\nSe integran colas con Redis, persistencia en PostgreSQL y un panel web para revisar decisiones del agente. El documento menciona pruebas con 50 casos, precision por categoria y tiempo promedio de respuesta. El OCR dejo una cabecera repetida en medio: 'Capitulo V'.\n\nLa propuesta tiene buena coherencia y stack actual.",Excelente,"Integra agentes con LLM cuantizado, FastAPI y componentes operativos actuales.",,
ANTIGRAVITY_183,"TESIS\n\nClasificacion de documentos academicos con Transformer\nSe usa un encoder multilingüe para identificar actas, constancias, reglamentos y avisos. El servicio corre en FastAPI y se conecta con PostgreSQL.\n\nLa metodologia incluye limpieza, tokenizacion, validacion cruzada y reporte de F1 macro, precision y recall. Se mencionan pruebas con lotes y versionado de modelos. El texto trae una mezcla rara de mayusculas y un '3. 4. 5.' en medio del resumen.\n\nLa propuesta es clara y técnicamente correcta.",Excelente,Es un proyecto NLP sólido con evaluación y despliegue consistentes.,,
ANTIGRAVITY_184,"Proyecto integrador\n\nDeteccion de objetos en aulas usando YOLO\nSe propone usar YOLOv8 para detectar personas, mochilas y dispositivos dentro del salon. La camara transmite video y una API FastAPI registra eventos en tiempo real.\n\nLa solución genera alertas cuando hay objetos olvidados y calcula precision, recall y mAP50. Se piensa usar exportacion a ONNX y un dashboard con graficas. El documento tiene saltos raros de linea y una nota: 'ver anexo A'.\n\nEl planteamiento es moderno y de implementacion viable.",Excelente,"Combina visión computacional, API y métricas apropiadas en una propuesta actual.",,
ANTIGRAVITY_185,"Trabajo recepcional\n\nPrediccion de abandono escolar con datos historicos\nSe usa un Transformer pequeño para analizar asistencia, calificaciones y participación en plataforma. La API se publica con FastAPI y se guarda todo en PostgreSQL.\n\nLa propuesta incluye balanceo de clases, AUC, recall de riesgo y monitoreo de drift. El texto menciona reentrenamiento mensual y versionado de modelos, aunque aparece un fragmento OCR que dice 'pagina 11' en medio de la sección.\n\nEl diseño parece bastante serio y reutilizable.",Excelente,"Une aprendizaje profundo, servicio web y MLOps con claridad técnica.",,
ANTIGRAVITY_186,"Proyecto final\n\nAsistente academico con RAG local y feedback del usuario\nSe indexan reglamentos, guias y preguntas frecuentes en una base vectorial. El backend usa FastAPI, un modelo local cuantizado y una capa de reranking para mejorar las respuestas.\n\nSe almacenan consultas, se mide faithfulness, latencia p95 y exactitud de cita. La propuesta incluye panel de administracion, logs y reentrenamiento del indice cuando cambian los documentos.\n\nEl PDF parece mal extraido en un parrafo: 'capitulo 2' aparece cortado a la mitad. Aun asi, la arquitectura queda bastante clara.",Excelente,"Presenta un RAG local completo, con evaluación, feedback y mantenimiento.",,
ANTIGRAVITY_187,"TESIS\n\nInspeccion automatica de placas con vision computacional\nSe plantea una estacion de camara fija para detectar componentes faltantes y soldadura defectuosa. YOLOv8 hace la deteccion y OpenCV procesa las imagenes antes de enviarlas a un servicio FastAPI.\n\nSe exporta el modelo a ONNX para correr en una mini PC. Las metricas propuestas son precision, recall, mAP50 y FPS, mas una tabla de falsos positivos por lote. El documento habla de alertas en tiempo real y almacenamiento de evidencia.\n\nEl texto mezcla mayusculas, minúsculas y una nota OCR: 'pagina 6 de 14'.",Excelente,"Es una solución actual de visión con arquitectura, despliegue y métricas apropiadas.",,
ANTIGRAVITY_188,"Proyecto integrador\n\nSistema de consultas semanticas para biblioteca digital\nSe calculan embeddings de libros y articulos para recuperar resultados por similitud. La API se construye con FastAPI y la interfaz web con React.\n\nLa propuesta incluye MRR, nDCG, tasa de clics y feedback del usuario. Se contemplan logs de consultas, reindexacion incremental y una capa de seguridad para evitar respuestas inventadas. El documento trae una linea rota: 'ver figura 3' y varias minúsculas pegadas.\n\nLa idea es moderna y bastante bien formulada.",Excelente,"Integra búsqueda semántica, métricas y arquitectura web actual.",,
ANTIGRAVITY_189,"Trabajo recepcional\n\nSistema de control de asistencia para laboratorio\nSe desarrollo con PHP, MySQL y Bootstrap. Permite registrar entradas, salidas y reportes semanales.\n\nEl texto describe tablas, formularios y una pantalla de login, pero no explica roles, auditoria ni pruebas. La redaccion es repetitiva y un párrafo dice 'pagina 4 de 8' en medio de la explicacion.\n\nLa propuesta funciona, aunque se queda en una solución tradicional y poco documentada.",Regular,"Sistema funcional pero básico, con poca profundidad técnica.",,
ANTIGRAVITY_190,"Proyecto final\n\nAgenda de citas para consultorio veterinario\nSe usa Django con SQLite para registrar mascotas, turnos y recordatorios. El documento dice que habrá notificaciones por correo, pero no aclara la arquitectura de envio ni la seguridad.\n\nSe ven capturas pequeñas, frases cortadas y una tabla mal alineada. La propuesta es util, pero la redaccion no profundiza en pruebas, despliegue ni mantenimiento.\n\nParece un prototipo escolar correcto.",Regular,"Es una solución convencional, útil pero sin suficiente detalle técnico.",,
ANTIGRAVITY_191,"TRABAJO RECEPCIONAL\n\nInventario para tienda de refacciones\nSistema en Java Swing con base MariaDB. Guarda productos, proveedores y movimientos de stock.\n\nLa propuesta menciona reportes PDF y validaciones, aunque no aclara si usa capas o servicios. Hay errores de ortografia como 'detlle' y una pagina insertada en medio del texto.\n\nNo hay automatización de pruebas ni despliegue. Es una implementación sencilla y entendible.",Regular,"Proyecto tradicional y funcional, pero con documentación limitada.",,
ANTIGRAVITY_192,"Proyecto integrador\n\nControl de préstamos escolares\nHecho en Visual Basic y Access. Registra libros, alumnos y multas.\n\nEl documento se enfoca en formularios y capturas de pantalla, pero no define flujos complejos ni seguridad de datos. Aparecen repeticiones y una nota que dice 'capitulo II' dentro de la sección de resultados.\n\nEs un sistema básico y algo antiguo.",Regular,"Sistema clásico, con enfoque simple y sin modernización.",,
ANTIGRAVITY_193,"Proyecto final\n\nMonitoreo de riego por sensores IoT\nSe conectan sensores de humedad y temperatura a un ESP32. Los datos se mandan a una base de datos y luego se ven en un dashboard web.\n\nEl texto menciona alertas por Telegram, pero no explica intervalos de lectura ni calibración. Hay una mezcla de mayúsculas y minúsculas y un '1 de 7' metido al final del párrafo.\n\nLa idea es útil, aunque el documento no entra en detalles de validación.",Regular,"Proyecto IoT viable, pero con documentación y alcance limitados.",,
ANTIGRAVITY_194,"Proyecto recepcional\n\nControl de citas para salon de belleza\nSe usa PHP con MySQL y un diseño Bootstrap sencillo. El sistema agenda turnos y manda recordatorios.\n\nLa redaccion es general y repite varias veces que el sistema es 'moderno', aunque no se explican pruebas ni arquitectura. Hay líneas rotas por OCR y un encabezado cortado en la mitad.\n\nLa propuesta resuelve un problema pequeño, pero sin profundidad.",Regular,Sistema convencional con baja riqueza técnica y documentación vaga.,,
ANTIGRAVITY_195,"Proyecto integrador\n\nAsistente de escritorio con IA cuántica para todo\nEl sistema dice que entiende documentos, responde preguntas, automatiza procesos y predice resultados con una nube cognitiva. Se mezclan blockchain, agentes, metaverso y modelos cuanticos sin explicar nada.\n\nNo hay datos, ni arquitectura, ni métricas. El texto repite palabras de moda y deja una frase OCR: 'pagina 9 de 12'.\n\nLa propuesta no parece implementable.",Mal hecho,Uso excesivo de buzzwords y ausencia total de metodología o viabilidad.,,
ANTIGRAVITY_196,"TESIS\n\nPlataforma 5.0 para campus inteligente hiperautomatizado\nSe propone una solucion que controla asistencia, emociones, energia y recursos con inteligencia total.\n\nNo se describen modulos, ni usuarios, ni tecnologías concretas. El documento parece un panfleto y repite 'innovacion disruptiva' en cada párrafo. Hay mayúsculas random y un '2. 3. 4.' perdido en el resumen.\n\nLa idea es demasiado vaga y no se puede validar.",Mal hecho,"Presenta keyword stuffing, promesas irreales y falta de definición técnica.",,
ANTIGRAVITY_197,"Proyecto final\n\nClasificador mágico de denuncias\nEl sistema aprende solo, corrige el dataset y genera decisiones sin supervision. Se mencionan embeddings, agentes y analytics predictivo como si fueran suficientes.\n\nNo se explica como se obtiene el corpus ni como se evalua. El OCR dejó palabras pegadas y un encabezado repetido 'anexo final'.\n\nLa redaccion es confusa y no hay coherencia técnica.",Mal hecho,La propuesta es inviable y carece de estructura metodológica.,,
ANTIGRAVITY_198,"NOTICIA TECNOLOGICA\n\nUniversidades y empresas aceleran pruebas de LLM locales en 2026. Se prioriza privacidad, menor latencia y menor costo, con stacks como FastAPI, Docker, Qdrant y herramientas de monitoreo.\n\nTambien se observa crecimiento de agentes ligeros para soporte documental y busqueda semantica. El texto no presenta un problema de investigacion, solo resume tendencias.\n\n1 de 3.",Ruido,"Es un fragmento informativo sobre tendencias, no una propuesta de proyecto.",,
ANTIGRAVITY_199,TEMARIO DE CLASE\n\nUnidad 6: Vision por computadora\n- filtros\n- umbralizacion\n- deteccion de bordes\n- modelos CNN\n- YOLO\n\nActividad: revisar ejemplos y entregar resumen.\nLa pagina aparece partida y un numero '4/10' se ve en medio.\n\nNo es una propuesta de proyecto integrador.,Ruido,"Es un temario académico, no un documento de investigación.",,
ANTIGRAVITY_200,"BOLETIN INSTITUCIONAL\n\nLa facultad realizo una feria de innovacion con drones, robots, sensores y paneles de datos.\nSe anunciaron convenios con empresas de cloud y ciberseguridad.\nNo hay objetivos, metodologia ni resultados, solo notas del evento.\n\nEl texto parece extraido de una nota interna y no de una tesis.",Ruido,Es contenido institucional sin estructura de proyecto.,,
ANTIGRAVITY_201,"Proyecto integrador\n\nAsistente de consultas sobre reglamentos con RAG local\nSe ingieren PDFs institucionales, se normalizan con OCR y se indexan en Qdrant. El backend usa FastAPI, un LLM local cuantizado y un pipeline de chunking con overlap.\n\nLa solución devuelve citas, score de confianza y fragmentos de respaldo. Se piensa evaluar con faithfulness, answer relevancy, recall@5 y latencia p95. Tambien hay guardrails para no contestar fuera del corpus.\n\nEl documento trae saltos raros y una nota en medio: 'pagina 5 de 11'. La arquitectura se ve bastante bien armada.",Excelente,Describe un RAG local completo y actual con métricas y componentes bien definidos.,,
ANTIGRAVITY_202,"Proyecto final\n\nClasificacion de solicitudes estudiantiles con Transformer\nUn encoder multilingue se ajusta para categorizar solicitudes de beca, reinscripcion y titulos. El servicio corre en FastAPI y guarda logs en PostgreSQL.\n\nLa propuesta incluye limpieza de texto, balanceo, validacion cruzada y metricas de F1 macro, precision y recall por clase. El OCR altero una linea con 'capitulo II', pero el flujo general queda claro.\n\nSe sugiere reentrenamiento mensual y seguimiento de drift.",Excelente,"Combina NLP moderno, servicio web y prácticas de mantenimiento del modelo.",,
ANTIGRAVITY_203,"TESIS\n\nDeteccion de objetos en pasillos universitarios con YOLO\nSe usa YOLOv8 para identificar personas, mochilas y objetos olvidados. La camara transmite video y una API FastAPI registra los eventos.\n\nLa propuesta considera precision, recall, mAP50 y FPS, ademas de exportacion ONNX para correr en una mini PC. Se genera un dashboard para alertas y trazabilidad.\nEl texto mezcla mayúsculas y una nota OCR: 'anexo B'.\n\nLa idea es concreta y viable.",Excelente,Usa visión computacional moderna con métricas y despliegue realistas.,,
ANTIGRAVITY_204,"Proyecto integrador\n\nPrediccion de abandono escolar con datos historicos\nSe propone un modelo secuencial con variables de asistencia, promedio y actividad en LMS. El backend se implementa con FastAPI y la base de datos en PostgreSQL.\n\nLa propuesta contempla reentrenamiento, versionado, AUC y recall de la clase de riesgo. El texto incluye una linea cortada y un '2. 3. 4.' dentro del resumen.\n\nEl enfoque es serio y bastante actual.",Excelente,"Integra aprendizaje profundo, API y MLOps con buena coherencia.",,
ANTIGRAVITY_205,"Trabajo recepcional\n\nSistema de citas para optica\nSe desarrollo con PHP, MySQL y Bootstrap. Registra pacientes, horarios y recordatorios.\n\nEl documento es corto y repite algunas ideas sobre facilidad de uso. No hay detalles de pruebas, seguridad ni arquitectura de servicios. Se nota un OCR irregular con una nota de pagina insertada en el medio.\n\nEs una solución tradicional y sencilla.",Regular,Proyecto funcional pero con documentación escasa y poco nivel técnico.,,
ANTIGRAVITY_206,"Proyecto final\n\nInventario de refacciones para taller\nHecho en Java Swing y MariaDB. Permite registrar entradas y salidas, generar reportes y buscar productos.\n\nLa redaccion es general, con poco detalle sobre flujos, validaciones y respaldo. Hay un parrafo que arranca con 'capitulo V' en mitad del texto y algunas palabras repetidas.\n\nNo hay API ni despliegue automatizado.",Regular,"Sistema clásico, correcto pero con baja profundidad técnica.",,
ANTIGRAVITY_207,"TESIS\n\nPlataforma de apoyo para tutorias academicas\nSe usa Flask con SQLite para guardar sesiones, observaciones y seguimiento de estudiantes.\n\nEl documento menciona login y reportes PDF, pero no explica roles ni seguridad. Aparecen errores de OCR, frases a medias y un número de pagina flotando al final.\n\nLa propuesta es funcional, aunque simple.",Regular,Proyecto básico con implementación simple y documentación incompleta.,,
ANTIGRAVITY_208,"Proyecto integrador\n\nGestor de prestamos bibliotecarios\nDesarrollado en Visual Basic con Access. Administra libros, socios, prestamos y multas.\n\nLa documentacion usa capturas y listas, pero no define bien los procesos ni pruebas. La redaccion es confusa en algunas partes y mezcla minúsculas con MAYUSCULAS.\n\nEs un prototipo escolar tradicional.",Regular,"Es un desarrollo clásico y poco detallado, sin elementos modernos.",,
ANTIGRAVITY_209,"Proyecto final\n\nMonitoreo IoT de riego para un invernadero\nSensores de humedad y temperatura envian datos a un ESP32 y luego a una base de datos. Una web muestra graficas historicas y estados de bomba.\n\nEl texto menciona MQTT y Telegram, aunque sin explicar el protocolo completo ni la calibracion. Hay una linea que dice 'pagina 3 de 8' en medio del parrafo.\n\nLa idea es util, pero la documentacion es superficial.",Regular,Proyecto IoT viable pero con escasa profundidad técnica.,,
ANTIGRAVITY_210,"Proyecto recepcional\n\nSistema de ventas para papeleria\nPHP, MySQL y HTML para registrar clientes, productos y facturas.\n\nEl documento tiene varios bloques repetidos, algunos errores de acentuacion y frases muy generales. No se explica arquitectura, pruebas ni roles de usuario.\n\nLa propuesta funciona, pero no sobresale.",Regular,"Sistema tradicional y funcional, con documentación limitada.",,
ANTIGRAVITY_211,"TESIS\n\nAsistente holografico omnicanal para campus 5.0\nSe propone una plataforma que resuelve todo con inteligencia total, agentes infinitos y analitica cuántica.\n\nNo hay módulos, ni datos, ni metodología. El texto repite palabras como innovacion, sinergia y escalabilidad sin sentido. Aparecen mayusculas random y un 'ver resultados 2. 3. 4.' metido en el objetivo.\n\nLa propuesta no es creible.",Mal hecho,Uso de buzzwords sin estructura ni viabilidad técnica.,,
ANTIGRAVITY_212,"Proyecto integrador\n\nAutomatizacion cognitiva con blockchain y LLM local\nEl documento promete clasificar, responder, predecir y optimizar procesos desde una sola app. Se mezclan blockchain, IA, metaverso y agentes sin explicar arquitectura.\n\nNo se mencionan datos, métricas ni pruebas. La redacción está llena de saltos raros y frases recicladas.\n\nSe nota más como publicidad que como proyecto.",Mal hecho,Es keyword stuffing con ideas irreales y sin definición técnica.,,
ANTIGRAVITY_213,"Proyecto final\n\nClasificador mágico de documentos\nEl sistema aprende por intuicion, se adapta solo y genera etiquetas sin supervisión.\n\nNo se detalla dataset, features ni validacion. Hay un resumen que dice 'pagina 6' en la mitad del texto y varias expresiones como 'modelo neural hipercontextual'.\n\nLa propuesta es confusa y no se puede implementar.",Mal hecho,Carece de metodología y usa tecnicismos vacíos.,,
