id_documento,texto_extraido,categoria_calidad,razon_etiqueta,prediccion_ia,id_cluster,nombre_cluster,etiqueta_iso,tipo_innovacion,tsne_x,tsne_y
ANTIGRAVITY_333,"TRABAJO RECEPCIONAL

APLICACION MOVIL PARA AGENDAR CITAS MEDICAS
LA APP PERMITIRA A LOS PACIENTES VER HORARIOS DISPONIBLES Y RESERVAR UNA CITA. SE USARA FLUTTER PARA LA APLICACION Y FIREBASE PARA LA BASE DE DATOS Y AUTENTICACION DE USUARIOS. EL ADMINISTRADOR PODRA CANCELAR CITAS DESDE UN PANEL WEB.

NO SE DETALLA ARQUITECTURA DE BACKEND PROPIO NI PRUEBAS AUTOMATIZADAS, PERO SE MENCIONA QUE AYUDARA A REDUCIR TIEMPOS DE ESPERA EN LA CLINICA. EL SISTEMA ENVIARA NOTIFICACIONES PUSH COMO RECORDATORIOS.",Regular,Solucion basica en Flutter/Firebase sin arquitectura backend compleja.,Excelente,6,Analítica y Ciencia de Datos,1,Mainstream,1.4428478,-5.9065256
ANTIGRAVITY_334,"Trabajo Recepcional

Aplicacion movil para agendar citas medicas
La app permitira a los pacientes ver horarios disponibles y reservar una cita. Se usara Flutter para la aplicacion y Firebase para la base de datos y autenticacion de usuarios. El administrador podra cancelar citas desde un panel web.

No se detalla arquitectura de backend propio ni pruebas automatizadas, pero se menciona que ayudara a reducir tiempos de espera en la clinica. El sistema enviara notificaciones push como recordatorios.",Regular,Solucion basica en Flutter/Firebase sin arquitectura backend compleja.,Regular,0,Visión Artificial Edge,1,Mainstream,0.11191703,9.202882
ANTIGRAVITY_344,"BOLETIN FACULTAD

Se llevo a cabo la exposicion anual de proyectos de ingenieria, donde se destacaron maquetas de puentes, robots seguidores de linea y sensores de humedad.
El directo 1. 2. 3. r agradecio a los asistentes y entrego diplomas a los tres primeros lugares de la competencia de programacion competitiva.

El evento termino con una comida en la explanada principal.",Ruido,Nota periodistica sin estructura de propuesta.,Excelente,4,Gestión de Redes y Ciberseguridad,1,Mainstream,7.6616974,-4.540684
ANTIGRAVITY_346,"boletin facultad

se llevo a cabo la exposicion anual de proyectos de ingenieria, donde se destacaron maquetas de puentes, robots seguidores de linea y sensores de humedad.
el director agradecio a los asistentes y entrego diplomas a los tres primeros lugares de la competencia de programacion competitiva.

el evento termino con una comida en la explanada principal.",Ruido,Nota periodistica sin estructura de propuesta.,Excelente,4,Gestión de Redes y Ciberseguridad,1,Mainstream,7.2847347,-4.653732
ANTIGRAVITY_347,"BOLETIN FACULTAD

Se llevo a cabo la exposicion anual de proyectos de ingenieria, donde se destacaron maquetas de puentes, robots seguidores de linea y sensores de humedad.
El directo

ver anexo B

r agradecio a los asistentes y entrego diplomas a los tres primeros lugares de la competencia de programacion competitiva.

El evento termino con una comida en la explanada principal.",Ruido,Nota periodistica sin estructura de propuesta.,Excelente,4,Gestión de Redes y Ciberseguridad,1,Mainstream,7.8198266,-4.9174986
ANTIGRAVITY_349,"BOLETIN FACULTAD

Se llevo a cabo la exposicion anual de proyectos de ingenieria, donde se destacaron maquetas de puentes, robots seguidores de linea y sensores de humedad.
El directo (figura 3) r agradecio a los asistentes y entrego diplomas a los tres primeros lugares de la competencia de programacion competitiva.

El evento termino con una comida en la explanada principal.",Ruido,Nota periodistica sin estructura de propuesta.,Excelente,4,Gestión de Redes y Ciberseguridad,1,Mainstream,7.752783,-4.632016
ANTIGRAVITY_350,"PROYECTO DE INGENIERIA

CLASIFICACION AUTOMATIZADA DE PIEZAS CON YOLOV8
EL OBJETIVO ES DESARROLLAR UN PIPELINE DE VISION COMPUTACIONAL PARA DETECTAR DEFECTOS EN LINEAS DE ENSAMBLAJE. SE PROPONE EL USO DE OPENCV Y YOLO, CON INFERENCIA OPTIMIZADA MEDIANTE ONNX RUNTIME. EL BACKEND ESTARA BASADO EN FASTAPI PARA RECIBIR FRAMES EN TIEMPO REAL, ALMACENANDO LOS METADATOS EN POSTGRESQL.

PARA EL ENTRENAMIENTO SE RECOPILARAN 500 IMAGENES ETIQUETADAS, APLICANDO TECNICAS DE DATA AUGMENTATION. LA EVALUACION SE BASARA EN METRICAS DE MAP50, PRECISION Y RECALL. EL SISTEMA INCLUYE DOCKER PARA SU FACIL DESPLIEGUE EN DISPOSITIVOS DE BORDE.",Excelente,Proyecto solido de vision con metricas y arquitectura clara.,Excelente,6,Analítica y Ciencia de Datos,1,Mainstream,2.7782533,-5.5113297
ANTIGRAVITY_351,"Proyecto de Ingenieria

Clasificacion automatizada de piezas con YOLOv8
El obgetivo es desarrollar un pipeline de vision computacional para detectar defectos en lineas de ensamblaje. Se propone el uso de OpenCV y YOLO, con inferencia optimizada mediante ONNX Runtime. El backend estara basado en FastAPI para recibir frames en tiempo real, almacenando los metadatos en PostgreSQL.

Para el entrenamiento se recopilaran 500 imagenes etiquetadas, aplicando tecnicas de data augmentation. La evaluacion se basara en metricas de mAP50, precision y recall. El sistema incluye Docker para su facil despliegue en dispositivos de borde.",Excelente,Proyecto solido de vision con metricas y arquitectura clara.,Excelente,1,Sistemas Web Tradicionales,1,Mainstream,9.073107,0.9214308
ANTIGRAVITY_352,"Proyecto de Ingenieria

Clasificacion automatizada de piezas con YOLOv8
El objetivo es desarrollar un pipeline de vision computacional para detectar defectos en lineas de ensamblaje. Se propone el uso de OpenCV y YOLO, con inferencia optimizada mediante ONNX Runtime. El backend estara basado en FastAPI para recib 1. 2. 3. ir frames en tiempo real, almacenando los metadatos en PostgreSQL.

Para el entrenamiento se recopilaran 500 imagenes etiquetadas, aplicando tecnicas de data augmentation. La evaluacion se basara en metricas de mAP50, precision y recall. El sistema incluye Docker para su facil despliegue en dispositivos de borde.",Excelente,Proyecto solido de vision con metricas y arquitectura clara.,Excelente,1,Sistemas Web Tradicionales,1,Mainstream,9.818393,1.1236143
ANTIGRAVITY_353,"Proyecto de Ingenieria

Clasificacion automatizada de piezas con YOLOv8
El objetivo es desarrollar un pipeline de vision computacional para detectar defectos en lineas de ensamblaje. Se propone el uso de OpenCV y YOLO, con inferencia optimizada mediante ONNX Runtime. El backend estara basado en FastAPI para recib

ver anexo B

ir frames en tiempo real, almacenando los metadatos en PostgreSQL.

Para el entrenamiento se recopilaran 500 imagenes etiquetadas, aplicando tecnicas de data augmentation. La evaluacion se basara en metricas de mAP50, precision y recall. El sistema incluye Docker para su facil despliegue en dispositivos de borde.",Excelente,Proyecto solido de vision con metricas y arquitectura clara.,Excelente,1,Sistemas Web Tradicionales,1,Mainstream,9.461714,1.6602921
ANTIGRAVITY_354,"Proyecto de Ingenieria

Clasificacion automatizada de piezas con YOLOv8
El obgetivo es desarrollar un pipeline de vision computacional para detectar defectos en lineas de ensamblaje. Se propone el uso de OpenCV y YOLO, con inferencia optimizada mediante ONNX Runtime. El backend estara basado en FastAPI para recib pagina 4 de 10 ir frames en tiempo real, almacenando los metadatos en PostgreSQL.

Para el entrenamiento se recopilaran 500 imagenes etiquetadas, aplicando tecnicas de data augmentation. La evaluacion se basara en metricas de mAP50, precision y recall. El sistema incluye Docker para su facil despliegue en dispositivos de borde.",Excelente,Proyecto solido de vision con metricas y arquitectura clara.,Excelente,1,Sistemas Web Tradicionales,1,Mainstream,8.834625,1.5365276
ANTIGRAVITY_355,"Proyecto de Ingenieria

Clasificacion automatizada de piezas con YOLOv8
El obgetivo es desarrollar un pipeline de vision computacional para detectar defectos en lineas de ensamblaje. Se propone el uso de OpenCV y YOLO, con inferencia optimizada mediante ONNX Runtime. El backend estara basado en FastAPI para recib 1. 2. 3. ir frames en tiempo real, almacenando los metadatos en PostgreSQL.

Para el entrenamiento se recopilaran 500 imagenes etiquetadas, aplicando tecnicas de data augmentation. La evaluacion se basara en metricas de mAP50, precision y recall. El sistema incluye Docker para su facil despliegue en dispositivos de borde.",Excelente,Proyecto solido de vision con metricas y arquitectura clara.,Excelente,1,Sistemas Web Tradicionales,1,Mainstream,10.0037,1.022172
ANTIGRAVITY_356,"Proyecto de Ingenieria

Clasificacion automatizada de piezas con YOLOv8
El objetivo es desarrollar un pipeline de vision computacional para detectar defectos en lineas de ensamblaje. Se propone el uso de OpenCV y YOLO, con inferencia optimizada mediante ONNX Runtime. El backend estara basado en FastAPI para recibir frames en tiempo real, almacenando los metadatos en PostgreSQL.

Para el entrenamiento se recopilaran 500 imagenes etiquetadas, aplicando tecnicas de data augmentation. La evaluacion se basara en metricas de mAP50, precision y recall. El sistema incluye Docker para su facil despliegue en dispositivos de borde.",Excelente,Proyecto solido de vision con metricas y arquitectura clara.,Excelente,1,Sistemas Web Tradicionales,1,Mainstream,8.844886,1.2775062
ANTIGRAVITY_357,"Proyecto de Ingenieria

Clasificacion automatizada de piezas con YOLOv8
El objetivo es desarrollar un pipeline de vision computacional para detectar defectos en lineas de ensamblaje. Se propone el uso de OpenCV y YOLO, con inferencia optimizada mediante ONNX Runtime. El backend estara basado en FastAPI para recib

ver anexo B

ir frames en tiempo real, almacenando los metadatos en PostgreSQL.

Para el entrenamiento se recopilaran 500 imagenes etiquetadas, aplicando tecnicas de data augmentation. La evaluacion se basara en metricas de mAP50, precision y recall. El sistema incluye Docker para su facil despliegue en dispositivos de borde.",Excelente,Proyecto solido de vision con metricas y arquitectura clara.,Excelente,1,Sistemas Web Tradicionales,1,Mainstream,9.461714,1.6602921
ANTIGRAVITY_358,"Proyecto de Ingenieria

Clasificacion automatizada de piezas con YOLOv8
El objetivo es desarrollar un pipeline de vision computacional para detectar defectos en lineas de ensamblaje. Se propone el uso de OpenCV y YOLO, con inferencia optimizada mediante ONNX Runtime. El backend estara basado en FastAPI para recib (figura 3) ir frames en tiempo real, almacenando los metadatos en PostgreSQL.

Para el entrenamiento se recopilaran 500 imagenes etiquetadas, aplicando tecnicas de data augmentation. La evaluacion se basara en metricas de mAP50, precision y recall. El sistema incluye Docker para su facil despliegue en dispositivos de borde.",Excelente,Proyecto solido de vision con metricas y arquitectura clara.,Excelente,1,Sistemas Web Tradicionales,1,Mainstream,9.817575,1.4713775
ANTIGRAVITY_359,"Proyecto de Ingenieria

Clasificacion automatizada de piezas con YOLOv8
El objetivo es desarrollar un pipeline de vision computacional para detectar defectos en lineas de ensamblaje. Se propone el uso de OpenCV y YOLO, con inferencia optimizada mediante ONNX Runtime. El backend estara basado en FastAPI para recibir frames en tiempo real, almacenando los metadatos en PostgreSQL.

Para el entrenamiento se recopilaran 500 imagenes etiquetadas, aplicando tecnicas de data augmentation. La evaluacion se basara en metricas de mAP50, precision y recall. El sistema incluye Docker para su facil despliegue en dispositivos de borde.",Excelente,Proyecto solido de vision con metricas y arquitectura clara.,Excelente,1,Sistemas Web Tradicionales,1,Mainstream,8.844886,1.2775062
ANTIGRAVITY_360,"Proyecto de Ingenieria

Clasificacion automatizada de piezas con YOLOv8
El obgetivo es desarrollar un pipeline de vision computacional para detectar defectos en lineas de ensamblaje. Se propone el uso de OpenCV y YOLO, con inferencia optimizada mediante ONNX Runtime. El backend estara basado en FastAPI para recibir frames en tiempo real, almacenando los metadatos en PostgreSQL.

Para el entrenamiento se recopilaran 500 imagenes etiquetadas, aplicando tecnicas de data augmentation. La evaluacion se basara en metricas de mAP50, precision y recall. El sistema incluye Docker para su facil despliegue en dispositivos de borde.",Excelente,Proyecto solido de vision con metricas y arquitectura clara.,Excelente,1,Sistemas Web Tradicionales,1,Mainstream,9.075375,0.9187305
ANTIGRAVITY_361,"Proyecto de Ingenieria

Clasificacion automatizada de piezas con YOLOv8
El objetivo es desarrollar un pipeline de vision computacional para detectar defectos en lineas de ensamblaje. Se propone el uso de OpenCV y YOLO, con inferencia optimizada mediante ONNX Runtime. El backend estara basado en FastAPI para recib pagina 4 de 10 ir frames en tiempo real, almacenando los metadatos en PostgreSQL.

Para el entrenamiento se recopilaran 500 imagenes etiquetadas, aplicando tecnicas de data augmentation. La evaluacion se basara en metricas de mAP50, precision y recall. El sistema incluye Docker para su facil despliegue en dispositivos de borde.",Excelente,Proyecto solido de vision con metricas y arquitectura clara.,Excelente,1,Sistemas Web Tradicionales,1,Mainstream,8.253488,1.3946139
ANTIGRAVITY_362,"Proyecto de Ingenieria

Clasificacion automatizada de piezas con YOLOv8
El objetivo es desarrollar un pipeline de vision computacional para detectar defectos en lineas de ensamblaje. Se propone el uso de OpenCV y YOLO, con inferencia optimizada mediante ONNX Runtime. El backend estara basado en FastAPI para recib

ver anexo B

ir frames en tiempo real, almacenando los metadatos en PostgreSQL.

Para el entrenamiento se recopilaran 500 imagenes etiquetadas, aplicando tecnicas de data augmentation. La evaluacion se basara en metricas de mAP50, precision y recall. El sistema incluye Docker para su facil despliegue en dispositivos de borde.",Excelente,Proyecto solido de vision con metricas y arquitectura clara.,Excelente,1,Sistemas Web Tradicionales,1,Mainstream,9.461714,1.6602921
ANTIGRAVITY_363,"Proyecto de Ingenieria

Clasificacion automatizada de piezas con YOLOv8
El objetivo es desarrollar un pipeline de vision computacional para detectar defectos en lineas de ensamblaje. Se propone el uso de OpenCV y YOLO, con inferencia optimizada mediante ONNX Runtime. El backend estara basado en FastAPI para recib

Capitulo II
ir frames en tiempo real, almacenando los metadatos en PostgreSQL.

Para el entrenamiento se recopilaran 500 imagenes etiquetadas, aplicando tecnicas de data augmentation. La evaluacion se basara en metricas de mAP50, precision y recall. El sistema incluye Docker para su facil despliegue en dispositivos de borde.",Excelente,Proyecto solido de vision con metricas y arquitectura clara.,Excelente,1,Sistemas Web Tradicionales,1,Mainstream,9.649299,1.5401872
ANTIGRAVITY_364,"proyecto de ingenieria

clasificacion automatizada de piezas con yolov8
el objetivo es desarrollar un pipeline de vision computacional para detectar defectos en lineas de ensamblaje. se propone el uso de opencv y yolo, con inferencia optimizada mediante onnx runtime. el backend estara basado en fastapi para recib

capitulo ii
ir frames en tiempo real, almacenando los metadatos en postgresql.

para el entrenamiento se recopilaran 500 imagenes etiquetadas, aplicando tecnicas de data augmentation. la evaluacion se basara en metricas de map50, precision y recall. el sistema incluye docker para su facil despliegue en dispositivos de borde.",Excelente,Proyecto solido de vision con metricas y arquitectura clara.,Excelente,1,Sistemas Web Tradicionales,1,Mainstream,8.899821,2.1414814
ANTIGRAVITY_365,"Proyecto de Ingenieria

Clasificacion automatizada de piezas con YOLOv8
El objetivo es desarrollar un pipeline de vision computacional para detectar defectos en lineas de ensamblaje. Se propone el uso de OpenCV y YOLO, con inferencia optimizada mediante ONNX Runtime. El backend estara basado en FastAPI para recib 1. 2. 3. ir frames en tiempo real, almacenando los metadatos en PostgreSQL.

Para el entrenamiento se recopilaran 500 imagenes etiquetadas, aplicando tecnicas de data augmentation. La evaluacion se basara en metricas de mAP50, precision y recall. El sistema incluye Docker para su facil despliegue en dispositivos de borde.",Excelente,Proyecto solido de vision con metricas y arquitectura clara.,Excelente,1,Sistemas Web Tradicionales,1,Mainstream,9.624015,0.850633
ANTIGRAVITY_366,"Proyecto de Ingenieria

Clasificacion automatizada de piezas con YOLOv8
El objetivo es desarrollar un pipeline de vision computacional para detectar defectos en lineas de ensamblaje. Se propone el uso de OpenCV y YOLO, con inferencia optimizada mediante ONNX Runtime. El backend estara basado en FastAPI para recib 1. 2. 3. ir frames en tiempo real, almacenando los metadatos en PostgreSQL.

Para el entrenamiento se recopilaran 500 imagenes etiquetadas, aplicando tecnicas de data augmentation. La evaluacion se basara en metricas de mAP50, precision y recall. El sistema incluye Docker para su facil despliegue en dispositivos de borde.",Excelente,Proyecto solido de vision con metricas y arquitectura clara.,Excelente,1,Sistemas Web Tradicionales,1,Mainstream,9.624015,0.850633
ANTIGRAVITY_367,"PROYECTO DE INGENIERIA

CLASIFICACION AUTOMATIZADA DE PIEZAS CON YOLOV8
EL OBGETIVO ES DESARROLLAR UN PIPELINE DE VISION COMPUTACIONAL PARA DETECTAR DEFECTOS EN LINEAS DE ENSAMBLAJE. SE PROPONE EL USO DE OPENCV Y YOLO, CON INFERENCIA OPTIMIZADA MEDIANTE ONNX RUNTIME. EL BACKEND ESTARA BASADO EN FASTAPI PARA RECIB

CAPITULO II
IR FRAMES EN TIEMPO REAL, ALMACENANDO LOS METADATOS EN POSTGRESQL.

PARA EL ENTRENAMIENTO SE RECOPILARAN 500 IMAGENES ETIQUETADAS, APLICANDO TECNICAS DE DATA AUGMENTATION. LA EVALUACION SE BASARA EN METRICAS DE MAP50, PRECISION Y RECALL. EL SISTEMA INCLUYE DOCKER PARA SU FACIL DESPLIEGUE EN DISPOSITIVOS DE BORDE.",Excelente,Proyecto solido de vision con metricas y arquitectura clara.,Excelente,6,Analítica y Ciencia de Datos,1,Mainstream,2.76808,-5.5164127
ANTIGRAVITY_368,"proyecto de ingenieria

clasificacion automatizada de piezas con yolov8
el objetivo es desarrollar un pipeline de vision computacional para detectar defectos en lineas de ensamblaje. se propone el uso de opencv y yolo, con inferencia optimizada mediante onnx runtime. el backend estara basado en fastapi para recib pagina 4 de 10 ir frames en tiempo real, almacenando los metadatos en postgresql.

para el entrenamiento se recopilaran 500 imagenes etiquetadas, aplicando tecnicas de data augmentation. la evaluacion se basara en metricas de map50, precision y recall. el sistema incluye docker para su facil despliegue en dispositivos de borde.",Excelente,Proyecto solido de vision con metricas y arquitectura clara.,Excelente,1,Sistemas Web Tradicionales,1,Mainstream,8.958968,2.1968133
ANTIGRAVITY_369,"Proyecto de Ingenieria

Clasificacion automatizada de piezas con YOLOv8
El obgetivo es desarrollar un pipeline de vision computacional para detectar defectos en lineas de ensamblaje. Se propone el uso de OpenCV y YOLO, con inferencia optimizada mediante ONNX Runtime. El backend estara basado en FastAPI para recibir frames en tiempo real, almacenando los metadatos en PostgreSQL.

Para el entrenamiento se recopilaran 500 imagenes etiquetadas, aplicando tecnicas de data augmentation. La evaluacion se basara en metricas de mAP50, precision y recall. El sistema incluye Docker para su facil despliegue en dispositivos de borde.",Excelente,Proyecto solido de vision con metricas y arquitectura clara.,Excelente,1,Sistemas Web Tradicionales,1,Mainstream,9.073102,0.921432
ANTIGRAVITY_370,"Proyecto final

Sistema de administracion para biblioteca
Se requiere un software para llevar el control de libros, prestamos y devoluciones. El desarrollo se hara usando PHP nativo, HTML y CSS, con una base de datos MySQL. El sistema contara con inicio  (figura 3) de sesion, altas, bajas y modificaciones de los ejemplares.

Se planea hacer pruebas manuales comprobando que el registro se guarde correctamente. Tambien se generaran reportes en PDF para el encargado. Es una solucion que automatiza el proceso de papel.",Regular,Desarrollo tradicional PHP/MySQL funcional pero sin profundidad tecnica.,Regular,2,RAG y Búsqueda Semántica,1,Mainstream,-13.881972,2.329644
ANTIGRAVITY_371,"Proyecto final

Sistema de administracion para biblioteca
Se requiere un software para llevar el control de libros, prestamos y devoluciones. El desarrollo se hara usando PHP nativo, HTML y CSS, con una base de datos MySQL. El sistema contara con inicio 

ver anexo B

de sesion, altas, bajas y modificaciones de los ejemplares.

Se planea hacer pruebas manuales comprobando que el registro se guarde correctamente. Tambien se generaran reportes en PDF para el encargado. Es una solucion que automatiza el proceso de papel.",Regular,Desarrollo tradicional PHP/MySQL funcional pero sin profundidad tecnica.,Regular,2,RAG y Búsqueda Semántica,1,Mainstream,-12.762542,0.38381967
ANTIGRAVITY_372,"Proyecto final

Sistema de administracion para biblioteca
Se requiere un software para llevar el control de libros, prestamos y devoluciones. El desarrollo se hara usando PHP nativo, HTML y CSS, con una base de datos MySQL. El sistema contara con inicio de sesion, altas, bajas y modificaciones de los ejemplares.

Se planea hacer pruebas manuales comprobando que el registro se guarde correctamente. Tambien se generaran reportes en PDF para el encargado. Es una solucion que automatiza el proceso de papel.",Regular,Desarrollo tradicional PHP/MySQL funcional pero sin profundidad tecnica.,Regular,2,RAG y Búsqueda Semántica,1,Mainstream,-14.673458,1.0279541
ANTIGRAVITY_373,"Proyecto final

Sistema de administracion para biblioteca
Se requiere un software para llevar el control de libros, prestamos y devoluciones. El desarrollo se hara usando PHP nativo, HTML y CSS, con una base de datos MySQL. El sistema contara con inicio  pagina 4 de 10 de sesion, altas, bajas y modificaciones de los ejemplares.

Se planea hacer pruebas manuales comprobando que el registro se guarde correctamente. Tambien se generaran reportes en PDF para el encargado. Es una solucion que automatiza el proceso de papel.",Regular,Desarrollo tradicional PHP/MySQL funcional pero sin profundidad tecnica.,Regular,2,RAG y Búsqueda Semántica,1,Mainstream,-12.358114,2.489546
ANTIGRAVITY_374,"Proyecto final

Sistema de administracion para biblioteca
Se requiere un software para llevar el control de libros, prestamos y devoluciones. El desarrollo se hara usando PHP nativo, HTML y CSS, con una base de datos MySQL. El sistema contara con inicio 

ver anexo B

de sesion, altas, bajas y modificaciones de los ejemplares.

Se planea hacer pruebas manuales comprobando que el registro se guarde correctamente. Tambien se generaran reportes en PDF para el encargado. Es una solucion que automatiza el proceso de papel.",Regular,Desarrollo tradicional PHP/MySQL funcional pero sin profundidad tecnica.,Regular,2,RAG y Búsqueda Semántica,1,Mainstream,-12.758619,0.386944
ANTIGRAVITY_375,"proyecto final

sistema de administracion para biblioteca
se requiere un software para llevar el control de libros, prestamos y devoluciones. el desarrollo se hara usando php nativo, html y css, con una base de datos mysql. el sistema contara con inicio  pagina 4 de 10 de sesion, altas, bajas y modificaciones de los ejemplares.

se planea hacer pruebas manuales comprobando que el registro se guarde correctamente. tambien se generaran reportes en pdf para el encargado. es una solucion que automatiza el proceso de papel.",Regular,Desarrollo tradicional PHP/MySQL funcional pero sin profundidad tecnica.,Regular,2,RAG y Búsqueda Semántica,1,Mainstream,-13.104213,3.994606
ANTIGRAVITY_376,"Proyecto final

Sistema de administracion para biblioteca
Se requiere un software para llevar el control de libros, prestamos y devoluciones. El desarrollo se hara usando PHP nativo, HTML y CSS, con una base de datos MySQL. El sistema contara con inicio 

ver anexo B

de sesion, altas, bajas y modificaciones de los ejemplares.

Se planea hacer pruebas manuales comprobando que el registro se guarde correctamente. Tambien se generaran reportes en PDF para el encargado. Es una solucion que automatiza el proceso de papel.",Regular,Desarrollo tradicional PHP/MySQL funcional pero sin profundidad tecnica.,Regular,2,RAG y Búsqueda Semántica,1,Mainstream,-12.4972105,0.5503759
ANTIGRAVITY_377,"Proyecto final

Sistema de administracion para biblioteca
Se requiere un software para llevar el control de libros, prestamos y devoluciones. El desarrollo se hara usando PHP nativo, HTML y CSS, con una base de datos MySQL. El sistema contara con inicio de sesion, altas, bajas y modificaciones de los ejemplares.

Se planea hacer pruebas manuales comprobando que el registro se guarde correctamente. Tambien se generaran reportes en PDF para el encargado. Es una solucion que automatiza el proceso de papel.",Regular,Desarrollo tradicional PHP/MySQL funcional pero sin profundidad tecnica.,Regular,2,RAG y Búsqueda Semántica,1,Mainstream,-15.019212,1.9953284
ANTIGRAVITY_378,"Proyecto final

Sistema de administracion para biblioteca
Se requiere un software para llevar el control de libros, prestamos y devoluciones. El desarrollo se hara usando PHP nativo, HTML y CSS, con una base de datos MySQL. El sistema contara con inicio 

ver anexo B

de sesion, altas, bajas y modificaciones de los ejemplares.

Se planea hacer pruebas manuales comprobando que el registro se guarde correctamente. Tambien se generaran reportes en PDF para el encargado. Es una solucion que automatiza el proceso de papel.",Regular,Desarrollo tradicional PHP/MySQL funcional pero sin profundidad tecnica.,Regular,2,RAG y Búsqueda Semántica,1,Mainstream,-12.497643,0.55003726
ANTIGRAVITY_379,"Proyecto final

Sistema de administracion para biblioteca
Se requiere un software para llevar el control de libros, prestamos y devoluciones. El desarrollo se hara usando PHP nativo, HTML y CSS, con una base de datos MySQL. El sistema contara con inicio 

Capitulo II
de sesion, altas, bajas y modificaciones de los ejemplares.

Se planea hacer pruebas manuales comprobando que el registro se guarde correctamente. Tambien se generaran reportes en PDF para el encargado. Es una solucion que automatiza el proceso de papel.",Regular,Desarrollo tradicional PHP/MySQL funcional pero sin profundidad tecnica.,Regular,2,RAG y Búsqueda Semántica,1,Mainstream,-13.337257,1.5280617
ANTIGRAVITY_380,"Proyecto final

Sistema de administracion para biblioteca
Se requiere un software para llevar el control de libros, prestamos y devoluciones. El desarrollo se hara usando PHP nativo, HTML y CSS, con una base de datos MySQL. El sistema contara con inicio de sesion, altas, bajas y modificaciones de los ejemplares.

Se planea hacer pruebas manuales comprobando que el registro se guarde correctamente. Tambien se generaran reportes en PDF para el encargado. Es una solucion que automatiza el proceso de papel.",Regular,Desarrollo tradicional PHP/MySQL funcional pero sin profundidad tecnica.,Regular,2,RAG y Búsqueda Semántica,1,Mainstream,-14.315905,1.1412315
ANTIGRAVITY_381,"Proyecto final

Sistema de administracion para biblioteca
Se requiere un software para llevar el control de libros, prestamos y devoluciones. El desarrollo se hara usando PHP nativo, HTML y CSS, con una base de datos MySQL. El sistema contara con inicio 

Capitulo II
de sesion, altas, bajas y modificaciones de los ejemplares.

Se planea hacer pruebas manuales comprobando que el registro se guarde correctamente. Tambien se generaran reportes en PDF para el encargado. Es una solucion que automatiza el proceso de papel.",Regular,Desarrollo tradicional PHP/MySQL funcional pero sin profundidad tecnica.,Regular,2,RAG y Búsqueda Semántica,1,Mainstream,-13.337406,1.5279391
ANTIGRAVITY_382,"Proyecto final

Sistema de administracion para biblioteca
Se requiere un software para llevar el control de libros, prestamos y devoluciones. El desarrollo se hara usando PHP nativo, HTML y CSS, con una base de datos MySQL. El sistema contara con inicio de sesion, altas, bajas y modificaciones de los ejemplares.

Se planea hacer pruebas manuales comprobando que el registro se guarde correctamente. Tambien se generaran reportes en PDF para el encargado. Es una solucion que automatiza el proceso de papel.",Regular,Desarrollo tradicional PHP/MySQL funcional pero sin profundidad tecnica.,Regular,2,RAG y Búsqueda Semántica,1,Mainstream,-15.010068,1.4004656
ANTIGRAVITY_383,"Proyecto final

Sistema de administracion para biblioteca
Se requiere un software para llevar el control de libros, prestamos y devoluciones. El desarrollo se hara usando PHP nativo, HTML y CSS, con una base de datos MySQL. El sistema contara con inicio  pagina 4 de 10 de sesion, altas, bajas y modificaciones de los ejemplares.

Se planea hacer pruebas manuales comprobando que el registro se guarde correctamente. Tambien se generaran reportes en PDF para el encargado. Es una solucion que automatiza el proceso de papel.",Regular,Desarrollo tradicional PHP/MySQL funcional pero sin profundidad tecnica.,Regular,2,RAG y Búsqueda Semántica,1,Mainstream,-12.358983,2.4915078
ANTIGRAVITY_384,"Proyecto final

Sistema de administracion para biblioteca
Se requiere un software para llevar el control de libros, prestamos y devoluciones. El desarrollo se hara usando PHP nativo, HTML y CSS, con una base de datos MySQL. El sistema contara con inicio de sesion, altas, bajas y modificaciones de los ejemplares.

Se planea hacer pruebas manuales comprobando que el registro se guarde correctamente. Tambien se generaran reportes en PDF para el encargado. Es una solucion que automatiza el proceso de papel.",Regular,Desarrollo tradicional PHP/MySQL funcional pero sin profundidad tecnica.,Regular,2,RAG y Búsqueda Semántica,1,Mainstream,-14.304339,1.1595916
ANTIGRAVITY_394,"BOLETIN FACULTAD

Se llevo a cabo la exposicion anual de proyectos de ingenieria, donde se destacaron maquetas de puentes, robots seguidores de linea y sensores de humedad.
El directo

ver anexo B

r agradecio a los asistentes y entrego diplomas a los tres primeros lugares de la competencia de programacion competitiva.

El evento termino con una comida en la explanada principal.",Ruido,Nota periodistica sin estructura de propuesta.,Excelente,4,Gestión de Redes y Ciberseguridad,1,Mainstream,7.8198266,-4.9174986
ANTIGRAVITY_398,"boletin facultad

se llevo a cabo la exposicion anual de proyectos de ingenieria, donde se destacaron maquetas de puentes, robots seguidores de linea y sensores de humedad.
el directo

capitulo ii
r agradecio a los asistentes y entrego diplomas a los tres primeros lugares de la competencia de programacion competitiva.

el evento termino con una comida en la explanada principal.",Ruido,Nota periodistica sin estructura de propuesta.,Excelente,4,Gestión de Redes y Ciberseguridad,1,Mainstream,7.2776337,-4.592072
