id_documento,texto_extraido,categoria_calidad,razon_etiqueta,prediccion_ia,id_cluster,nombre_cluster
ANTIGRAVITY_352,"Proyecto de Ingenieria

Clasificacion automatizada de piezas con YOLOv8
El objetivo es desarrollar un pipeline de vision computacional para detectar defectos en lineas de ensamblaje. Se propone el uso de OpenCV y YOLO, con inferencia optimizada mediante ONNX Runtime. El backend estara basado en FastAPI para recib 1. 2. 3. ir frames en tiempo real, almacenando los metadatos en PostgreSQL.

Para el entrenamiento se recopilaran 500 imagenes etiquetadas, aplicando tecnicas de data augmentation. La evaluacion se basara en metricas de mAP50, precision y recall. El sistema incluye Docker para su facil despliegue en dispositivos de borde.",Excelente,Proyecto solido de vision con metricas y arquitectura clara.,Excelente,1,Sistemas Web Tradicionales
ANTIGRAVITY_353,"Proyecto de Ingenieria

Clasificacion automatizada de piezas con YOLOv8
El objetivo es desarrollar un pipeline de vision computacional para detectar defectos en lineas de ensamblaje. Se propone el uso de OpenCV y YOLO, con inferencia optimizada mediante ONNX Runtime. El backend estara basado en FastAPI para recib

ver anexo B

ir frames en tiempo real, almacenando los metadatos en PostgreSQL.

Para el entrenamiento se recopilaran 500 imagenes etiquetadas, aplicando tecnicas de data augmentation. La evaluacion se basara en metricas de mAP50, precision y recall. El sistema incluye Docker para su facil despliegue en dispositivos de borde.",Excelente,Proyecto solido de vision con metricas y arquitectura clara.,Excelente,1,Sistemas Web Tradicionales
ANTIGRAVITY_354,"Proyecto de Ingenieria

Clasificacion automatizada de piezas con YOLOv8
El obgetivo es desarrollar un pipeline de vision computacional para detectar defectos en lineas de ensamblaje. Se propone el uso de OpenCV y YOLO, con inferencia optimizada mediante ONNX Runtime. El backend estara basado en FastAPI para recib pagina 4 de 10 ir frames en tiempo real, almacenando los metadatos en PostgreSQL.

Para el entrenamiento se recopilaran 500 imagenes etiquetadas, aplicando tecnicas de data augmentation. La evaluacion se basara en metricas de mAP50, precision y recall. El sistema incluye Docker para su facil despliegue en dispositivos de borde.",Excelente,Proyecto solido de vision con metricas y arquitectura clara.,Excelente,1,Sistemas Web Tradicionales
ANTIGRAVITY_355,"Proyecto de Ingenieria

Clasificacion automatizada de piezas con YOLOv8
El obgetivo es desarrollar un pipeline de vision computacional para detectar defectos en lineas de ensamblaje. Se propone el uso de OpenCV y YOLO, con inferencia optimizada mediante ONNX Runtime. El backend estara basado en FastAPI para recib 1. 2. 3. ir frames en tiempo real, almacenando los metadatos en PostgreSQL.

Para el entrenamiento se recopilaran 500 imagenes etiquetadas, aplicando tecnicas de data augmentation. La evaluacion se basara en metricas de mAP50, precision y recall. El sistema incluye Docker para su facil despliegue en dispositivos de borde.",Excelente,Proyecto solido de vision con metricas y arquitectura clara.,Excelente,1,Sistemas Web Tradicionales
ANTIGRAVITY_356,"Proyecto de Ingenieria

Clasificacion automatizada de piezas con YOLOv8
El objetivo es desarrollar un pipeline de vision computacional para detectar defectos en lineas de ensamblaje. Se propone el uso de OpenCV y YOLO, con inferencia optimizada mediante ONNX Runtime. El backend estara basado en FastAPI para recibir frames en tiempo real, almacenando los metadatos en PostgreSQL.

Para el entrenamiento se recopilaran 500 imagenes etiquetadas, aplicando tecnicas de data augmentation. La evaluacion se basara en metricas de mAP50, precision y recall. El sistema incluye Docker para su facil despliegue en dispositivos de borde.",Excelente,Proyecto solido de vision con metricas y arquitectura clara.,Excelente,1,Sistemas Web Tradicionales
ANTIGRAVITY_357,"Proyecto de Ingenieria

Clasificacion automatizada de piezas con YOLOv8
El objetivo es desarrollar un pipeline de vision computacional para detectar defectos en lineas de ensamblaje. Se propone el uso de OpenCV y YOLO, con inferencia optimizada mediante ONNX Runtime. El backend estara basado en FastAPI para recib

ver anexo B

ir frames en tiempo real, almacenando los metadatos en PostgreSQL.

Para el entrenamiento se recopilaran 500 imagenes etiquetadas, aplicando tecnicas de data augmentation. La evaluacion se basara en metricas de mAP50, precision y recall. El sistema incluye Docker para su facil despliegue en dispositivos de borde.",Excelente,Proyecto solido de vision con metricas y arquitectura clara.,Excelente,1,Sistemas Web Tradicionales
ANTIGRAVITY_358,"Proyecto de Ingenieria

Clasificacion automatizada de piezas con YOLOv8
El objetivo es desarrollar un pipeline de vision computacional para detectar defectos en lineas de ensamblaje. Se propone el uso de OpenCV y YOLO, con inferencia optimizada mediante ONNX Runtime. El backend estara basado en FastAPI para recib (figura 3) ir frames en tiempo real, almacenando los metadatos en PostgreSQL.

Para el entrenamiento se recopilaran 500 imagenes etiquetadas, aplicando tecnicas de data augmentation. La evaluacion se basara en metricas de mAP50, precision y recall. El sistema incluye Docker para su facil despliegue en dispositivos de borde.",Excelente,Proyecto solido de vision con metricas y arquitectura clara.,Excelente,1,Sistemas Web Tradicionales
ANTIGRAVITY_359,"Proyecto de Ingenieria

Clasificacion automatizada de piezas con YOLOv8
El objetivo es desarrollar un pipeline de vision computacional para detectar defectos en lineas de ensamblaje. Se propone el uso de OpenCV y YOLO, con inferencia optimizada mediante ONNX Runtime. El backend estara basado en FastAPI para recibir frames en tiempo real, almacenando los metadatos en PostgreSQL.

Para el entrenamiento se recopilaran 500 imagenes etiquetadas, aplicando tecnicas de data augmentation. La evaluacion se basara en metricas de mAP50, precision y recall. El sistema incluye Docker para su facil despliegue en dispositivos de borde.",Excelente,Proyecto solido de vision con metricas y arquitectura clara.,Excelente,1,Sistemas Web Tradicionales
ANTIGRAVITY_360,"Proyecto de Ingenieria

Clasificacion automatizada de piezas con YOLOv8
El obgetivo es desarrollar un pipeline de vision computacional para detectar defectos en lineas de ensamblaje. Se propone el uso de OpenCV y YOLO, con inferencia optimizada mediante ONNX Runtime. El backend estara basado en FastAPI para recibir frames en tiempo real, almacenando los metadatos en PostgreSQL.

Para el entrenamiento se recopilaran 500 imagenes etiquetadas, aplicando tecnicas de data augmentation. La evaluacion se basara en metricas de mAP50, precision y recall. El sistema incluye Docker para su facil despliegue en dispositivos de borde.",Excelente,Proyecto solido de vision con metricas y arquitectura clara.,Excelente,1,Sistemas Web Tradicionales
ANTIGRAVITY_361,"Proyecto de Ingenieria

Clasificacion automatizada de piezas con YOLOv8
El objetivo es desarrollar un pipeline de vision computacional para detectar defectos en lineas de ensamblaje. Se propone el uso de OpenCV y YOLO, con inferencia optimizada mediante ONNX Runtime. El backend estara basado en FastAPI para recib pagina 4 de 10 ir frames en tiempo real, almacenando los metadatos en PostgreSQL.

Para el entrenamiento se recopilaran 500 imagenes etiquetadas, aplicando tecnicas de data augmentation. La evaluacion se basara en metricas de mAP50, precision y recall. El sistema incluye Docker para su facil despliegue en dispositivos de borde.",Excelente,Proyecto solido de vision con metricas y arquitectura clara.,Excelente,1,Sistemas Web Tradicionales
ANTIGRAVITY_362,"Proyecto de Ingenieria

Clasificacion automatizada de piezas con YOLOv8
El objetivo es desarrollar un pipeline de vision computacional para detectar defectos en lineas de ensamblaje. Se propone el uso de OpenCV y YOLO, con inferencia optimizada mediante ONNX Runtime. El backend estara basado en FastAPI para recib

ver anexo B

ir frames en tiempo real, almacenando los metadatos en PostgreSQL.

Para el entrenamiento se recopilaran 500 imagenes etiquetadas, aplicando tecnicas de data augmentation. La evaluacion se basara en metricas de mAP50, precision y recall. El sistema incluye Docker para su facil despliegue en dispositivos de borde.",Excelente,Proyecto solido de vision con metricas y arquitectura clara.,Excelente,1,Sistemas Web Tradicionales
ANTIGRAVITY_363,"Proyecto de Ingenieria

Clasificacion automatizada de piezas con YOLOv8
El objetivo es desarrollar un pipeline de vision computacional para detectar defectos en lineas de ensamblaje. Se propone el uso de OpenCV y YOLO, con inferencia optimizada mediante ONNX Runtime. El backend estara basado en FastAPI para recib

Capitulo II
ir frames en tiempo real, almacenando los metadatos en PostgreSQL.

Para el entrenamiento se recopilaran 500 imagenes etiquetadas, aplicando tecnicas de data augmentation. La evaluacion se basara en metricas de mAP50, precision y recall. El sistema incluye Docker para su facil despliegue en dispositivos de borde.",Excelente,Proyecto solido de vision con metricas y arquitectura clara.,Excelente,1,Sistemas Web Tradicionales
ANTIGRAVITY_364,"proyecto de ingenieria

clasificacion automatizada de piezas con yolov8
el objetivo es desarrollar un pipeline de vision computacional para detectar defectos en lineas de ensamblaje. se propone el uso de opencv y yolo, con inferencia optimizada mediante onnx runtime. el backend estara basado en fastapi para recib

capitulo ii
ir frames en tiempo real, almacenando los metadatos en postgresql.

para el entrenamiento se recopilaran 500 imagenes etiquetadas, aplicando tecnicas de data augmentation. la evaluacion se basara en metricas de map50, precision y recall. el sistema incluye docker para su facil despliegue en dispositivos de borde.",Excelente,Proyecto solido de vision con metricas y arquitectura clara.,Excelente,1,Sistemas Web Tradicionales
ANTIGRAVITY_365,"Proyecto de Ingenieria

Clasificacion automatizada de piezas con YOLOv8
El objetivo es desarrollar un pipeline de vision computacional para detectar defectos en lineas de ensamblaje. Se propone el uso de OpenCV y YOLO, con inferencia optimizada mediante ONNX Runtime. El backend estara basado en FastAPI para recib 1. 2. 3. ir frames en tiempo real, almacenando los metadatos en PostgreSQL.

Para el entrenamiento se recopilaran 500 imagenes etiquetadas, aplicando tecnicas de data augmentation. La evaluacion se basara en metricas de mAP50, precision y recall. El sistema incluye Docker para su facil despliegue en dispositivos de borde.",Excelente,Proyecto solido de vision con metricas y arquitectura clara.,Excelente,1,Sistemas Web Tradicionales
ANTIGRAVITY_366,"Proyecto de Ingenieria

Clasificacion automatizada de piezas con YOLOv8
El objetivo es desarrollar un pipeline de vision computacional para detectar defectos en lineas de ensamblaje. Se propone el uso de OpenCV y YOLO, con inferencia optimizada mediante ONNX Runtime. El backend estara basado en FastAPI para recib 1. 2. 3. ir frames en tiempo real, almacenando los metadatos en PostgreSQL.

Para el entrenamiento se recopilaran 500 imagenes etiquetadas, aplicando tecnicas de data augmentation. La evaluacion se basara en metricas de mAP50, precision y recall. El sistema incluye Docker para su facil despliegue en dispositivos de borde.",Excelente,Proyecto solido de vision con metricas y arquitectura clara.,Excelente,1,Sistemas Web Tradicionales
ANTIGRAVITY_367,"PROYECTO DE INGENIERIA

CLASIFICACION AUTOMATIZADA DE PIEZAS CON YOLOV8
EL OBGETIVO ES DESARROLLAR UN PIPELINE DE VISION COMPUTACIONAL PARA DETECTAR DEFECTOS EN LINEAS DE ENSAMBLAJE. SE PROPONE EL USO DE OPENCV Y YOLO, CON INFERENCIA OPTIMIZADA MEDIANTE ONNX RUNTIME. EL BACKEND ESTARA BASADO EN FASTAPI PARA RECIB

CAPITULO II
IR FRAMES EN TIEMPO REAL, ALMACENANDO LOS METADATOS EN POSTGRESQL.

PARA EL ENTRENAMIENTO SE RECOPILARAN 500 IMAGENES ETIQUETADAS, APLICANDO TECNICAS DE DATA AUGMENTATION. LA EVALUACION SE BASARA EN METRICAS DE MAP50, PRECISION Y RECALL. EL SISTEMA INCLUYE DOCKER PARA SU FACIL DESPLIEGUE EN DISPOSITIVOS DE BORDE.",Excelente,Proyecto solido de vision con metricas y arquitectura clara.,Excelente,6,Analítica y Ciencia de Datos
ANTIGRAVITY_368,"proyecto de ingenieria

clasificacion automatizada de piezas con yolov8
el objetivo es desarrollar un pipeline de vision computacional para detectar defectos en lineas de ensamblaje. se propone el uso de opencv y yolo, con inferencia optimizada mediante onnx runtime. el backend estara basado en fastapi para recib pagina 4 de 10 ir frames en tiempo real, almacenando los metadatos en postgresql.

para el entrenamiento se recopilaran 500 imagenes etiquetadas, aplicando tecnicas de data augmentation. la evaluacion se basara en metricas de map50, precision y recall. el sistema incluye docker para su facil despliegue en dispositivos de borde.",Excelente,Proyecto solido de vision con metricas y arquitectura clara.,Excelente,1,Sistemas Web Tradicionales
ANTIGRAVITY_369,"Proyecto de Ingenieria

Clasificacion automatizada de piezas con YOLOv8
El obgetivo es desarrollar un pipeline de vision computacional para detectar defectos en lineas de ensamblaje. Se propone el uso de OpenCV y YOLO, con inferencia optimizada mediante ONNX Runtime. El backend estara basado en FastAPI para recibir frames en tiempo real, almacenando los metadatos en PostgreSQL.

Para el entrenamiento se recopilaran 500 imagenes etiquetadas, aplicando tecnicas de data augmentation. La evaluacion se basara en metricas de mAP50, precision y recall. El sistema incluye Docker para su facil despliegue en dispositivos de borde.",Excelente,Proyecto solido de vision con metricas y arquitectura clara.,Excelente,1,Sistemas Web Tradicionales
ANTIGRAVITY_370,"Proyecto final

Sistema de administracion para biblioteca
Se requiere un software para llevar el control de libros, prestamos y devoluciones. El desarrollo se hara usando PHP nativo, HTML y CSS, con una base de datos MySQL. El sistema contara con inicio  (figura 3) de sesion, altas, bajas y modificaciones de los ejemplares.

Se planea hacer pruebas manuales comprobando que el registro se guarde correctamente. Tambien se generaran reportes en PDF para el encargado. Es una solucion que automatiza el proceso de papel.",Regular,Desarrollo tradicional PHP/MySQL funcional pero sin profundidad tecnica.,Regular,2,RAG y Búsqueda Semántica
ANTIGRAVITY_371,"Proyecto final

Sistema de administracion para biblioteca
Se requiere un software para llevar el control de libros, prestamos y devoluciones. El desarrollo se hara usando PHP nativo, HTML y CSS, con una base de datos MySQL. El sistema contara con inicio 

ver anexo B

de sesion, altas, bajas y modificaciones de los ejemplares.

Se planea hacer pruebas manuales comprobando que el registro se guarde correctamente. Tambien se generaran reportes en PDF para el encargado. Es una solucion que automatiza el proceso de papel.",Regular,Desarrollo tradicional PHP/MySQL funcional pero sin profundidad tecnica.,Regular,2,RAG y Búsqueda Semántica
ANTIGRAVITY_372,"Proyecto final

Sistema de administracion para biblioteca
Se requiere un software para llevar el control de libros, prestamos y devoluciones. El desarrollo se hara usando PHP nativo, HTML y CSS, con una base de datos MySQL. El sistema contara con inicio de sesion, altas, bajas y modificaciones de los ejemplares.

Se planea hacer pruebas manuales comprobando que el registro se guarde correctamente. Tambien se generaran reportes en PDF para el encargado. Es una solucion que automatiza el proceso de papel.",Regular,Desarrollo tradicional PHP/MySQL funcional pero sin profundidad tecnica.,Regular,2,RAG y Búsqueda Semántica
ANTIGRAVITY_373,"Proyecto final

Sistema de administracion para biblioteca
Se requiere un software para llevar el control de libros, prestamos y devoluciones. El desarrollo se hara usando PHP nativo, HTML y CSS, con una base de datos MySQL. El sistema contara con inicio  pagina 4 de 10 de sesion, altas, bajas y modificaciones de los ejemplares.

Se planea hacer pruebas manuales comprobando que el registro se guarde correctamente. Tambien se generaran reportes en PDF para el encargado. Es una solucion que automatiza el proceso de papel.",Regular,Desarrollo tradicional PHP/MySQL funcional pero sin profundidad tecnica.,Regular,2,RAG y Búsqueda Semántica
ANTIGRAVITY_374,"Proyecto final

Sistema de administracion para biblioteca
Se requiere un software para llevar el control de libros, prestamos y devoluciones. El desarrollo se hara usando PHP nativo, HTML y CSS, con una base de datos MySQL. El sistema contara con inicio 

ver anexo B

de sesion, altas, bajas y modificaciones de los ejemplares.

Se planea hacer pruebas manuales comprobando que el registro se guarde correctamente. Tambien se generaran reportes en PDF para el encargado. Es una solucion que automatiza el proceso de papel.",Regular,Desarrollo tradicional PHP/MySQL funcional pero sin profundidad tecnica.,Regular,2,RAG y Búsqueda Semántica
ANTIGRAVITY_375,"proyecto final

sistema de administracion para biblioteca
se requiere un software para llevar el control de libros, prestamos y devoluciones. el desarrollo se hara usando php nativo, html y css, con una base de datos mysql. el sistema contara con inicio  pagina 4 de 10 de sesion, altas, bajas y modificaciones de los ejemplares.

se planea hacer pruebas manuales comprobando que el registro se guarde correctamente. tambien se generaran reportes en pdf para el encargado. es una solucion que automatiza el proceso de papel.",Regular,Desarrollo tradicional PHP/MySQL funcional pero sin profundidad tecnica.,Regular,2,RAG y Búsqueda Semántica
ANTIGRAVITY_376,"Proyecto final

Sistema de administracion para biblioteca
Se requiere un software para llevar el control de libros, prestamos y devoluciones. El desarrollo se hara usando PHP nativo, HTML y CSS, con una base de datos MySQL. El sistema contara con inicio 

ver anexo B

de sesion, altas, bajas y modificaciones de los ejemplares.

Se planea hacer pruebas manuales comprobando que el registro se guarde correctamente. Tambien se generaran reportes en PDF para el encargado. Es una solucion que automatiza el proceso de papel.",Regular,Desarrollo tradicional PHP/MySQL funcional pero sin profundidad tecnica.,Regular,2,RAG y Búsqueda Semántica
ANTIGRAVITY_377,"Proyecto final

Sistema de administracion para biblioteca
Se requiere un software para llevar el control de libros, prestamos y devoluciones. El desarrollo se hara usando PHP nativo, HTML y CSS, con una base de datos MySQL. El sistema contara con inicio de sesion, altas, bajas y modificaciones de los ejemplares.

Se planea hacer pruebas manuales comprobando que el registro se guarde correctamente. Tambien se generaran reportes en PDF para el encargado. Es una solucion que automatiza el proceso de papel.",Regular,Desarrollo tradicional PHP/MySQL funcional pero sin profundidad tecnica.,Regular,2,RAG y Búsqueda Semántica
ANTIGRAVITY_378,"Proyecto final

Sistema de administracion para biblioteca
Se requiere un software para llevar el control de libros, prestamos y devoluciones. El desarrollo se hara usando PHP nativo, HTML y CSS, con una base de datos MySQL. El sistema contara con inicio 

ver anexo B

de sesion, altas, bajas y modificaciones de los ejemplares.

Se planea hacer pruebas manuales comprobando que el registro se guarde correctamente. Tambien se generaran reportes en PDF para el encargado. Es una solucion que automatiza el proceso de papel.",Regular,Desarrollo tradicional PHP/MySQL funcional pero sin profundidad tecnica.,Regular,2,RAG y Búsqueda Semántica
ANTIGRAVITY_379,"Proyecto final

Sistema de administracion para biblioteca
Se requiere un software para llevar el control de libros, prestamos y devoluciones. El desarrollo se hara usando PHP nativo, HTML y CSS, con una base de datos MySQL. El sistema contara con inicio 

Capitulo II
de sesion, altas, bajas y modificaciones de los ejemplares.

Se planea hacer pruebas manuales comprobando que el registro se guarde correctamente. Tambien se generaran reportes en PDF para el encargado. Es una solucion que automatiza el proceso de papel.",Regular,Desarrollo tradicional PHP/MySQL funcional pero sin profundidad tecnica.,Regular,2,RAG y Búsqueda Semántica
ANTIGRAVITY_380,"Proyecto final

Sistema de administracion para biblioteca
Se requiere un software para llevar el control de libros, prestamos y devoluciones. El desarrollo se hara usando PHP nativo, HTML y CSS, con una base de datos MySQL. El sistema contara con inicio de sesion, altas, bajas y modificaciones de los ejemplares.

Se planea hacer pruebas manuales comprobando que el registro se guarde correctamente. Tambien se generaran reportes en PDF para el encargado. Es una solucion que automatiza el proceso de papel.",Regular,Desarrollo tradicional PHP/MySQL funcional pero sin profundidad tecnica.,Regular,2,RAG y Búsqueda Semántica
ANTIGRAVITY_381,"Proyecto final

Sistema de administracion para biblioteca
Se requiere un software para llevar el control de libros, prestamos y devoluciones. El desarrollo se hara usando PHP nativo, HTML y CSS, con una base de datos MySQL. El sistema contara con inicio 

Capitulo II
de sesion, altas, bajas y modificaciones de los ejemplares.

Se planea hacer pruebas manuales comprobando que el registro se guarde correctamente. Tambien se generaran reportes en PDF para el encargado. Es una solucion que automatiza el proceso de papel.",Regular,Desarrollo tradicional PHP/MySQL funcional pero sin profundidad tecnica.,Regular,2,RAG y Búsqueda Semántica
ANTIGRAVITY_382,"Proyecto final

Sistema de administracion para biblioteca
Se requiere un software para llevar el control de libros, prestamos y devoluciones. El desarrollo se hara usando PHP nativo, HTML y CSS, con una base de datos MySQL. El sistema contara con inicio de sesion, altas, bajas y modificaciones de los ejemplares.

Se planea hacer pruebas manuales comprobando que el registro se guarde correctamente. Tambien se generaran reportes en PDF para el encargado. Es una solucion que automatiza el proceso de papel.",Regular,Desarrollo tradicional PHP/MySQL funcional pero sin profundidad tecnica.,Regular,2,RAG y Búsqueda Semántica
ANTIGRAVITY_383,"Proyecto final

Sistema de administracion para biblioteca
Se requiere un software para llevar el control de libros, prestamos y devoluciones. El desarrollo se hara usando PHP nativo, HTML y CSS, con una base de datos MySQL. El sistema contara con inicio  pagina 4 de 10 de sesion, altas, bajas y modificaciones de los ejemplares.

Se planea hacer pruebas manuales comprobando que el registro se guarde correctamente. Tambien se generaran reportes en PDF para el encargado. Es una solucion que automatiza el proceso de papel.",Regular,Desarrollo tradicional PHP/MySQL funcional pero sin profundidad tecnica.,Regular,2,RAG y Búsqueda Semántica
ANTIGRAVITY_384,"Proyecto final

Sistema de administracion para biblioteca
Se requiere un software para llevar el control de libros, prestamos y devoluciones. El desarrollo se hara usando PHP nativo, HTML y CSS, con una base de datos MySQL. El sistema contara con inicio de sesion, altas, bajas y modificaciones de los ejemplares.

Se planea hacer pruebas manuales comprobando que el registro se guarde correctamente. Tambien se generaran reportes en PDF para el encargado. Es una solucion que automatiza el proceso de papel.",Regular,Desarrollo tradicional PHP/MySQL funcional pero sin profundidad tecnica.,Regular,2,RAG y Búsqueda Semántica
ANTIGRAVITY_394,"BOLETIN FACULTAD

Se llevo a cabo la exposicion anual de proyectos de ingenieria, donde se destacaron maquetas de puentes, robots seguidores de linea y sensores de humedad.
El directo

ver anexo B

r agradecio a los asistentes y entrego diplomas a los tres primeros lugares de la competencia de programacion competitiva.

El evento termino con una comida en la explanada principal.",Ruido,Nota periodistica sin estructura de propuesta.,Excelente,4,Gestión de Redes y Ciberseguridad
ANTIGRAVITY_398,"boletin facultad

se llevo a cabo la exposicion anual de proyectos de ingenieria, donde se destacaron maquetas de puentes, robots seguidores de linea y sensores de humedad.
el directo

capitulo ii
r agradecio a los asistentes y entrego diplomas a los tres primeros lugares de la competencia de programacion competitiva.

el evento termino con una comida en la explanada principal.",Ruido,Nota periodistica sin estructura de propuesta.,Excelente,4,Gestión de Redes y Ciberseguridad
ANTIGRAVITY_399,"BOLETIN FACULTAD

Se llevo a cabo la exposicion anual de proyectos de ingenieria, donde se destacaron maquetas de puentes, robots seguidores de linea y sensores de humedad.
El directo (figura 3) r agradecio a los asistentes y entrego diplomas a los tres primeros lugares de la competencia de programacion competitiva.

El evento termino con una comida en la explanada principal.",Ruido,Nota periodistica sin estructura de propuesta.,Excelente,4,Gestión de Redes y Ciberseguridad
ANTIGRAVITY_400,"Tesis

Buscador semantico institucional con RAG local
La meta es implementar un sistema de recuperacion aumentada por generacion para responder dudas estudiantiles a partir de PDFs normativos. Se utilizara un modelo Transformer ligero (FastEmbed) y una base de datos vectorial Qdrant. La arquitectura no dependera de APIs externas, priorizando privacidad y baja latencia.

La capa web se construira en FastAPI y React. El proyecto define metricas de exactitud, faithfulness y latencia p95. Ademas, se incluiran pruebas unitarias y despliegue modular con Docker Compose.",Excelente,RAG moderno bien estructurado con MLOps y evaluacion.,Excelente,3,IoT y Sensores MPU
ANTIGRAVITY_401,"tesis

buscador semantico institucional con rag local
la meta es implementar un sistema de recuperacion aumentada por generacion para responder dudas estudiantiles a partir de pdfs normativos. se utilizara un modelo transformer ligero (fastembed) y una base de datos vectorial qdrant. pagina 4 de 10  la arquitectura no dependera de apis externas, priorizando privacidad y baja latencia.

la capa web se construira en fastapi y react. el proyecto define metricas de exactitud, faithfulness y latencia p95. ademas, se incluiran pruebas unitarias y despliegue modular con docker compose.",Excelente,RAG moderno bien estructurado con MLOps y evaluacion.,Excelente,3,IoT y Sensores MPU
ANTIGRAVITY_402,"Tesis

Buscador semantico institucional con RAG local
La meta es implementar un sistema de recuperacion aumentada por generacion para responder dudas estudiantiles a partir de PDFs normativos. Se utilizara un modelo Transformer ligero (FastEmbed) y una base de datos vectorial Qdrant. (figura 3)  La arquitectura no dependera de APIs externas, priorizando privacidad y baja latencia.

La capa web se construira en FastAPI y React. El proyecto define metricas de exactitud, faithfulness y latencia p95. Ademas, se incluiran pruebas unitarias y despliegue modular con Docker Compose.",Excelente,RAG moderno bien estructurado con MLOps y evaluacion.,Excelente,3,IoT y Sensores MPU
ANTIGRAVITY_403,"Tesis

Buscador semantico institucional con RAG local
La meta es implementar un sistema de recuperacion aumentada por generacion para responder dudas estudiantiles a partir de PDFs normativos. Se utilizara un modelo Transformer ligero (FastEmbed) y una base de datos vectorial Qdrant. La arquitectura no dependera de APIs externas, priorizando privacidad y baja latencia.

La capa web se construira en FastAPI y React. El proyecto define metricas de exactitud, faithfulness y latencia p95. Ademas, se incluiran pruebas unitarias y despliegue modular con Docker Compose.",Excelente,RAG moderno bien estructurado con MLOps y evaluacion.,Excelente,3,IoT y Sensores MPU
ANTIGRAVITY_404,"Tesis

Buscador semantico institucional con RAG local
La meta es implementar un sistema de recuperacion aumentada por generacion para responder dudas estudiantiles a partir de PDFs normativos. Se utilizara un modelo Transformer ligero (FastEmbed) y una base de datos vectorial Qdrant.

Capitulo II
 La arquitectura no dependera de APIs externas, priorizando privacidad y baja latencia.

La capa web se construira en FastAPI y React. El proyecto define metricas de exactitud, faithfulness y latencia p95. Ademas, se incluiran pruebas unitarias y despliegue modular con Docker Compose.",Excelente,RAG moderno bien estructurado con MLOps y evaluacion.,Excelente,3,IoT y Sensores MPU
ANTIGRAVITY_405,"Tesis

Buscador semantico institucional con RAG local
La meta es implementar un sistema de recuperacion aumentada por generacion para responder dudas estudiantiles a partir de PDFs normativos. Se utilizara un modelo Transformer ligero (FastEmbed) y una base de datos vectorial Qdrant. (figura 3)  La arquitectura no dependera de APIs externas, priorizando privacidad y baja latencia.

La capa web se construira en FastAPI y React. El proyecto define metricas de exactitud, faithfulness y latencia p95. Ademas, se incluiran pruebas unitarias y despliegue modular con Docker Compose.",Excelente,RAG moderno bien estructurado con MLOps y evaluacion.,Excelente,3,IoT y Sensores MPU
ANTIGRAVITY_406,"Tesis

Buscador semantico institucional con RAG local
La meta es implementar un sistema de recuperacion aumentada por generacion para responder dudas estudiantiles a partir de PDFs normativos. Se utilizara un modelo Transformer ligero (FastEmbed) y una base de datos vectorial Qdrant.

Capitulo II
 La arquitectura no dependera de APIs externas, priorizando privacidad y baja latencia.

La capa web se construira en FastAPI y React. El proyecto define metricas de exactitud, faithfulness y latencia p95. Ademas, se incluiran pruebas unitarias y despliegue modular con Docker Compose.",Excelente,RAG moderno bien estructurado con MLOps y evaluacion.,Excelente,3,IoT y Sensores MPU
ANTIGRAVITY_407,"TESIS

BUSCADOR SEMANTICO INSTITUCIONAL CON RAG LOCAL
LA META ES IMPLEMENTAR UN SISTEMA DE RECUPERACION AUMENTADA POR GENERACION PARA RESPONDER DUDAS ESTUDIANTILES A PARTIR DE PDFS NORMATIVOS. SE UTILIZARA UN MODELO TRANSFORMER LIGERO (FASTEMBED) Y UNA BASE DE DATOS VECTORIAL QDRANT. LA ARQUITECTURA NO DEPENDERA DE APIS EXTERNAS, PRIORIZANDO PRIVACIDAD Y BAJA LATENCIA.

LA CAPA WEB SE CONSTRUIRA EN FASTAPI Y REACT. EL PROYECTO DEFINE METRICAS DE EXACTITUD, FAITHFULNESS Y LATENCIA P95. ADEMAS, SE INCLUIRAN PRUEBAS UNITARIAS Y DESPLIEGUE MODULAR CON DOCKER COMPOSE.",Excelente,RAG moderno bien estructurado con MLOps y evaluacion.,Excelente,6,Analítica y Ciencia de Datos
ANTIGRAVITY_408,"TESIS

BUSCADOR SEMANTICO INSTITUCIONAL CON RAG LOCAL
LA META ES IMPLEMENTAR UN SISTEMA DE RECUPERACION AUMENTADA POR GENERACION PARA RESPONDER DUDAS ESTUDIANTILES A PARTIR DE PDFS NORMATIVOS. SE UTILIZARA UN MODELO TRANSFORMER LIGERO (FASTEMBED) Y UNA BASE DE DATOS VECTORIAL QDRANT.

VER ANEXO B

 LA ARQUITECTURA NO DEPENDERA DE APIS EXTERNAS, PRIORIZANDO PRIVACIDAD Y BAJA LATENCIA.

LA CAPA WEB SE CONSTRUIRA EN FASTAPI Y REACT. EL PROYECTO DEFINE METRICAS DE EXACTITUD, FAITHFULNESS Y LATENCIA P95. ADEMAS, SE INCLUIRAN PRUEBAS UNITARIAS Y DESPLIEGUE MODULAR CON DOCKER COMPOSE.",Excelente,RAG moderno bien estructurado con MLOps y evaluacion.,Excelente,6,Analítica y Ciencia de Datos
